StudentID,LMS_Logins_Per_Week,Login_Drop_Ratio,Attendance_Percentage,Attendance_Trend,Avg_Assignment_Delay_Days,Late_Submission_Ratio,Night_Activity_Ratio,Avg_Session_Duration_Min,Feedback_Text,Sentiment_Score,Burnout_Risk_Score,Burnout_Risk_Level,Dropout_Probability,Academic_Disengagement,Risk_Label,Recommended_Intervention
S0323,3,0.44,100.0,8.44,0.21,0.29,0.24,34.46,Assignments are manageable.,0.05,10,Low,5,No,0,['Regular Monitoring — No Immediate Intervention']
S0324,6,0.17,64.66,6.7,2.2,0.51,0.42,41.56,I enjoy learning new topics.,0.95,10,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0325,5,0.21,79.2,7.53,2.21,0.0,0.1,56.34,Feeling stressed and tired.,-0.87,25,Low,22,No,0,['Mental Wellness Counseling Recommended']
S0326,3,0.18,74.53,-35.76,1.96,0.48,0.32,56.88,Assignments are manageable.,0.11,28,Low,31,No,0,['Early Academic Warning Notification']
S0327,6,0.31,92.64,-30.65,0.13,0.61,0.15,16.47,I am managing studies well.,0.68,38,Medium,25,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0328,5,0.3,56.65,-17.9,2.03,0.38,0.05,68.08,Assignments are manageable.,0.1,28,Low,18,No,0,['Schedule Faculty Counseling Session']
S0329,5,0.06,100.0,-39.71,3.99,0.37,0.27,12.11,Feeling stressed and tired.,-0.47,41,Medium,43,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0330,3,0.04,75.44,-24.92,6.32,0.61,0.27,33.02,I feel overwhelmed.,-0.45,77,High,87,No,2,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0331,5,0.81,94.49,-24.58,2.18,0.41,0.44,52.85,I enjoy learning new topics.,0.7,30,Low,24,No,0,['Early Academic Warning Notification']
S0332,7,0.28,65.3,-33.08,7.0,0.39,0.49,34.61,I am managing studies well.,0.45,39,Medium,54,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0333,9,0.12,71.98,-31.08,4.45,0.16,0.11,31.98,Faculty support is helpful.,0.74,22,Low,2,No,0,['Early Academic Warning Notification']
S0334,6,0.01,100.0,-27.68,0.36,0.41,0.29,91.76,Faculty support is helpful.,0.54,29,Low,24,No,0,['Early Academic Warning Notification']
S0335,2,0.4,92.2,-36.36,4.24,0.11,0.34,67.15,Everything is okay.,0.06,22,Low,33,No,0,['Early Academic Warning Notification']
S0336,5,0.07,100.0,5.16,3.69,0.24,0.2,45.15,Faculty support is helpful.,0.45,9,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0337,4,0.11,63.9,-23.13,2.57,0.25,0.49,50.81,Assignments are manageable.,0.03,29,Low,39,No,0,['Early Academic Warning Notification']
S0338,6,0.25,43.69,-35.68,3.61,0.38,0.19,58.24,Faculty support is helpful.,0.94,55,Medium,48,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0339,5,0.0,88.56,-18.51,5.0,0.03,0.31,52.4,I enjoy learning new topics.,0.59,10,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0340,10,0.04,74.15,-13.66,1.43,0.0,0.5,15.16,Faculty support is helpful.,0.86,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0341,1,0.17,100.0,-33.46,3.29,0.52,0.42,21.82,Everything is okay.,0.17,21,Low,37,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0342,4,0.54,49.75,-32.03,0.93,0.0,0.71,61.84,Assignments are manageable.,-0.09,74,High,59,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Sleep Hygiene Awareness Program']"
S0343,5,0.0,86.23,-20.36,2.92,0.0,0.22,58.18,Faculty support is helpful.,0.66,24,Low,19,No,0,['Early Academic Warning Notification']
S0344,4,0.04,59.08,-16.73,0.29,0.0,0.4,36.45,Assignments are manageable.,-0.0,28,Low,34,No,0,['Schedule Faculty Counseling Session']
S0345,2,0.01,44.52,-28.51,1.94,0.54,0.29,26.05,Feeling stressed and tired.,-0.9,66,Medium,56,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0346,5,0.28,51.86,-9.22,1.7,0.16,0.36,36.91,I enjoy learning new topics.,0.48,34,Low,25,Yes,0,['Schedule Faculty Counseling Session']
S0347,9,0.58,87.63,-33.17,3.24,0.21,0.02,52.39,I enjoy learning new topics.,0.81,30,Low,8,No,0,['Early Academic Warning Notification']
S0348,7,0.1,100.0,-6.98,2.23,0.26,0.16,71.63,Feeling stressed and tired.,-0.5,24,Low,19,No,0,['Mental Wellness Counseling Recommended']
S0349,2,0.38,81.24,1.75,0.55,0.55,0.38,35.46,I am managing studies well.,0.96,9,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0350,5,0.31,71.65,-1.66,1.72,0.0,0.21,22.87,Hard to keep up with deadlines.,-0.7,23,Low,16,No,0,['Mental Wellness Counseling Recommended']
S0351,3,0.28,100.0,0.84,1.52,1.0,0.14,73.78,Assignments are manageable.,-0.02,18,Low,34,No,0,['Academic Mentor Follow-up']
S0352,8,0.16,92.77,-3.52,5.16,0.29,0.38,44.2,Routine semester.,-0.1,19,Low,16,No,0,['Provide Assignment Deadline Extension Support']
S0353,8,0.0,79.83,-30.85,0.94,0.0,0.16,78.01,Routine semester.,0.02,30,Low,40,No,0,['Early Academic Warning Notification']
S0354,6,0.5,100.0,-24.51,2.67,0.45,0.3,11.13,Everything is okay.,-0.17,30,Low,36,No,0,['Early Academic Warning Notification']
S0355,2,0.6,67.64,5.91,1.81,0.19,0.4,53.19,I am managing studies well.,0.94,14,Low,31,No,0,['Regular Monitoring — No Immediate Intervention']
S0356,5,0.0,56.32,7.26,1.04,0.0,0.11,46.56,I feel overwhelmed.,-0.6,54,Medium,63,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0357,4,0.24,85.97,-2.31,1.11,0.0,0.4,33.61,Course workload is balanced.,0.89,1,Low,6,No,0,['Regular Monitoring — No Immediate Intervention']
S0358,7,0.16,81.66,2.99,3.05,0.21,0.44,32.18,Hard to keep up with deadlines.,-0.71,26,Low,28,No,0,['Mental Wellness Counseling Recommended']
S0359,6,0.02,94.51,6.11,3.19,0.7,0.61,13.62,Course workload is balanced.,0.89,33,Low,33,No,0,"['Academic Mentor Follow-up', 'Sleep Hygiene Awareness Program']"
S0360,6,0.0,80.96,6.7,0.27,0.08,0.11,29.29,Hard to keep up with deadlines.,-0.69,28,Low,20,No,0,['Mental Wellness Counseling Recommended']
S0361,8,0.36,73.7,8.6,1.69,0.48,0.28,33.14,Assignments are manageable.,0.05,2,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0362,7,0.23,73.09,3.14,3.18,0.17,0.36,31.32,Faculty support is helpful.,0.55,4,Low,21,No,0,['Regular Monitoring — No Immediate Intervention']
S0363,2,0.09,55.7,-15.76,2.1,0.0,0.25,32.42,Hard to keep up with deadlines.,-0.94,46,Medium,53,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0364,4,0.0,90.45,-14.8,3.31,0.41,0.19,39.09,Everything is okay.,-0.05,2,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0365,5,0.44,66.47,-38.44,2.09,0.45,0.24,42.14,Too much academic pressure.,-0.73,50,Medium,46,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0366,5,0.06,67.67,-3.09,2.92,0.0,0.37,15.35,Feeling stressed and tired.,-0.97,28,Low,21,No,0,['Mental Wellness Counseling Recommended']
S0367,7,0.12,46.03,-16.46,2.89,0.34,0.23,50.2,Faculty support is helpful.,0.99,25,Low,18,Yes,0,['Schedule Faculty Counseling Session']
S0368,8,0.88,75.39,-30.55,2.88,0.5,0.14,41.06,I am managing studies well.,0.64,37,Medium,28,No,1,['Early Academic Warning Notification']
S0369,3,0.21,85.37,-5.63,0.05,0.22,0.65,5.0,I enjoy learning new topics.,0.44,19,Low,21,No,0,['Sleep Hygiene Awareness Program']
S0370,4,0.37,100.0,-19.77,1.68,0.12,0.46,54.42,I enjoy learning new topics.,0.69,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0371,3,0.0,92.55,-5.5,2.14,0.0,0.03,64.87,Assignments are manageable.,-0.09,0,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0372,3,0.16,84.35,-28.62,0.04,0.18,0.16,65.42,Routine semester.,0.02,25,Low,15,No,0,['Early Academic Warning Notification']
S0373,4,0.37,49.99,3.57,2.17,0.16,0.44,12.19,Too much academic pressure.,-0.77,55,Medium,40,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0374,5,0.21,100.0,-20.09,8.27,0.29,0.05,5.0,Faculty support is helpful.,0.81,39,Medium,38,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0375,6,0.47,84.19,-36.08,3.94,0.0,0.43,52.88,Everything is okay.,-0.03,22,Low,22,No,0,['Early Academic Warning Notification']
S0376,5,0.26,62.05,1.03,0.9,0.06,0.59,64.54,I am managing studies well.,0.75,4,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0377,4,0.2,49.11,2.02,4.91,0.5,0.25,42.69,I feel overwhelmed.,-0.41,46,Medium,39,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0378,2,0.38,69.45,-4.8,1.63,0.48,0.1,40.7,Course workload is balanced.,0.72,6,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0379,8,0.37,36.93,-32.59,2.88,0.0,0.31,41.89,Routine semester.,0.07,53,Medium,42,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0380,4,0.32,95.07,4.74,0.99,0.46,0.38,49.36,Routine semester.,-0.07,2,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0381,4,0.12,48.29,-23.97,5.3,0.24,0.1,55.81,I feel overwhelmed.,-0.74,87,High,90,Yes,2,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0382,7,0.47,49.87,-37.18,1.87,0.18,0.36,43.02,Assignments are manageable.,-0.12,45,Medium,64,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0383,3,0.41,96.35,-4.18,1.16,0.92,0.2,5.0,Everything is okay.,-0.09,22,Low,22,No,0,['Academic Mentor Follow-up']
S0384,10,0.78,92.07,-15.88,2.54,0.22,0.1,51.53,Everything is okay.,0.17,15,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0385,8,0.59,86.4,-13.13,1.89,0.1,0.16,37.29,I enjoy learning new topics.,0.99,18,Low,25,No,0,['Regular Monitoring — No Immediate Intervention']
S0386,2,0.3,84.91,-33.01,1.51,0.04,0.21,44.66,Hard to keep up with deadlines.,-0.45,40,Medium,32,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0387,3,0.33,65.47,-24.94,9.01,0.04,0.43,49.61,Course workload is balanced.,0.48,36,Medium,27,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0388,6,0.01,84.21,-20.42,4.85,0.68,0.06,40.65,Feeling stressed and tired.,-0.57,56,Medium,74,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0389,3,0.47,68.58,4.86,6.5,0.65,0.15,84.18,Routine semester.,-0.03,40,Medium,52,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0390,0,0.42,64.54,-38.11,0.61,0.08,0.16,48.97,Everything is okay.,-0.19,20,Low,18,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0391,6,0.0,53.71,-3.62,3.32,0.64,0.19,5.0,Too much academic pressure.,-0.88,62,Medium,48,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0392,7,0.1,65.46,-16.77,1.7,0.43,0.57,39.67,Too much academic pressure.,-0.82,21,Low,30,No,0,['Mental Wellness Counseling Recommended']
S0393,4,0.37,74.02,-37.23,0.93,0.0,0.49,18.06,Too much academic pressure.,-0.99,49,Medium,71,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0394,4,0.67,100.0,4.39,3.58,0.16,0.15,33.8,Course workload is balanced.,0.88,15,Low,10,No,0,['Regular Monitoring — No Immediate Intervention']
S0395,7,0.0,70.87,-15.39,5.85,0.23,0.33,17.62,I feel overwhelmed.,-0.93,39,Medium,56,No,1,"['Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0396,4,0.0,67.9,1.09,3.49,0.45,0.54,32.84,Too much academic pressure.,-0.65,22,Low,18,No,0,['Mental Wellness Counseling Recommended']
S0397,5,0.0,100.0,6.6,4.32,0.35,0.17,59.38,Everything is okay.,0.13,1,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0398,3,0.39,98.2,9.13,1.45,0.0,0.47,41.13,Everything is okay.,0.1,2,Low,11,No,0,['Regular Monitoring — No Immediate Intervention']
S0399,3,0.45,100.0,-0.8,1.05,0.73,0.35,53.57,Course workload is balanced.,0.59,24,Low,20,No,0,['Academic Mentor Follow-up']
S0400,4,0.05,67.67,6.13,2.86,0.0,0.33,18.4,Course workload is balanced.,0.9,4,Low,24,No,0,['Regular Monitoring — No Immediate Intervention']
S0401,8,0.0,72.24,-28.5,5.92,0.66,0.13,42.22,Faculty support is helpful.,0.79,58,Medium,53,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0402,4,0.13,71.36,-34.96,7.42,0.26,0.17,52.48,I am managing studies well.,0.6,42,Medium,40,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0403,6,0.0,38.46,-17.54,1.29,0.0,0.44,62.5,Assignments are manageable.,-0.1,33,Low,46,Yes,0,['Schedule Faculty Counseling Session']
S0404,4,0.65,86.29,-6.96,0.03,0.25,0.43,48.63,Assignments are manageable.,-0.17,18,Low,15,No,0,['Regular Monitoring — No Immediate Intervention']
S0405,6,0.0,79.51,-2.88,2.27,0.3,0.7,26.71,I am managing studies well.,0.55,20,Low,21,No,0,['Sleep Hygiene Awareness Program']
S0406,4,0.0,94.75,-9.57,0.12,0.28,0.33,27.19,Assignments are manageable.,0.02,10,Low,3,No,0,['Regular Monitoring — No Immediate Intervention']
S0407,4,0.11,89.83,-23.95,1.31,0.37,0.08,50.19,I feel overwhelmed.,-0.77,47,Medium,60,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0408,5,0.08,82.7,-18.19,1.02,0.46,0.4,37.43,Feeling stressed and tired.,-0.83,30,Low,37,No,0,['Mental Wellness Counseling Recommended']
S0409,1,0.0,64.68,-27.95,0.62,0.31,0.41,59.4,Faculty support is helpful.,0.52,21,Low,5,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0410,4,0.0,93.14,-21.14,1.58,0.0,0.4,33.08,Hard to keep up with deadlines.,-0.9,49,Medium,28,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0411,6,0.45,93.86,-22.02,4.08,0.37,0.14,11.86,Course workload is balanced.,0.75,24,Low,25,No,0,['Early Academic Warning Notification']
S0412,6,0.0,45.11,-6.53,0.76,0.43,0.16,75.73,Routine semester.,-0.1,33,Low,33,Yes,0,['Schedule Faculty Counseling Session']
S0413,4,0.25,55.54,-9.43,6.27,0.0,0.44,25.93,Feeling stressed and tired.,-0.55,69,Medium,41,No,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0414,2,0.28,97.91,2.36,3.22,0.2,0.22,40.22,Assignments are manageable.,-0.17,8,Low,13,No,0,['Regular Monitoring — No Immediate Intervention']
S0415,5,0.03,97.57,-29.26,1.04,0.15,0.54,63.91,Everything is okay.,-0.19,21,Low,5,No,0,['Early Academic Warning Notification']
S0416,7,0.59,65.7,1.27,1.71,0.27,0.31,49.6,Too much academic pressure.,-0.53,36,Medium,42,No,1,['Mental Wellness Counseling Recommended']
S0417,7,0.19,94.58,-38.36,3.78,0.94,0.33,44.42,Everything is okay.,-0.09,41,Medium,34,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0418,3,0.21,100.0,-1.82,6.56,0.73,0.47,15.16,Faculty support is helpful.,0.75,36,Medium,24,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0419,4,0.1,98.25,-27.1,3.27,0.43,0.35,43.76,Everything is okay.,-0.16,25,Low,31,No,0,['Early Academic Warning Notification']
S0420,9,0.44,32.43,-17.58,2.58,0.0,0.21,69.11,Routine semester.,-0.14,29,Low,13,Yes,0,['Schedule Faculty Counseling Session']
S0421,1,0.31,72.13,-34.16,0.29,0.22,0.25,39.17,Course workload is balanced.,0.65,30,Low,21,Yes,0,"['Early Academic Warning Notification', 'Learning Engagement Monitoring']"
S0422,6,0.03,93.18,-34.25,5.25,0.14,0.49,21.08,I feel overwhelmed.,-0.43,56,Medium,58,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0423,7,0.18,71.06,-31.44,3.19,0.42,0.25,65.69,I feel overwhelmed.,-1.0,46,Medium,47,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0424,5,0.18,89.54,-33.25,0.53,0.51,0.39,44.22,I enjoy learning new topics.,0.65,22,Low,10,No,0,['Early Academic Warning Notification']
S0425,3,0.0,95.49,-25.6,2.54,0.46,0.19,63.27,Routine semester.,0.18,28,Low,27,No,0,['Early Academic Warning Notification']
S0426,5,0.4,79.08,-0.93,0.82,0.62,0.47,33.15,Routine semester.,0.02,16,Low,7,No,0,['Academic Mentor Follow-up']
S0427,10,0.1,63.85,5.73,1.33,0.38,0.09,22.32,Routine semester.,0.04,6,Low,12,No,0,['Regular Monitoring — No Immediate Intervention']
S0428,9,0.33,48.64,-25.66,2.48,0.5,0.29,50.36,I feel overwhelmed.,-0.96,69,Medium,77,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0429,9,0.01,96.39,-2.98,1.41,0.81,0.4,45.64,Assignments are manageable.,0.09,16,Low,15,No,0,['Academic Mentor Follow-up']
S0430,8,0.21,75.01,7.52,0.89,0.66,0.45,54.28,Everything is okay.,-0.09,17,Low,28,No,0,['Academic Mentor Follow-up']
S0431,2,0.5,97.8,0.02,0.18,0.97,0.15,64.61,Everything is okay.,-0.09,16,Low,0,No,0,['Academic Mentor Follow-up']
S0432,3,0.62,72.49,-28.61,1.91,0.0,0.63,43.57,I enjoy learning new topics.,0.93,41,Medium,21,No,1,"['Early Academic Warning Notification', 'Sleep Hygiene Awareness Program']"
S0433,3,0.0,62.64,-27.39,3.67,0.3,0.12,31.28,Too much academic pressure.,-0.57,46,Medium,34,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0434,2,0.23,47.44,-10.73,5.18,0.13,0.25,13.97,I feel overwhelmed.,-0.84,69,Medium,69,Yes,1,"['Schedule Faculty Counseling Session', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0435,8,0.12,80.64,-2.8,3.18,0.07,0.33,57.97,Hard to keep up with deadlines.,-0.74,20,Low,39,No,0,['Mental Wellness Counseling Recommended']
S0436,7,0.26,53.0,-22.2,0.63,0.05,0.21,7.45,I enjoy learning new topics.,0.99,50,Medium,42,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0437,4,0.15,80.5,-14.76,0.02,0.0,0.38,50.83,Course workload is balanced.,0.53,2,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0438,6,0.2,56.72,-27.26,0.93,0.42,0.09,63.27,Assignments are manageable.,0.14,46,Medium,56,No,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0439,5,0.0,88.65,-18.14,0.15,0.0,0.23,18.51,I am managing studies well.,0.55,1,Low,3,No,0,['Regular Monitoring — No Immediate Intervention']
S0440,5,0.2,71.41,2.29,1.9,0.69,0.22,61.66,Too much academic pressure.,-0.79,41,Medium,37,No,1,"['Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0441,5,0.38,81.89,7.18,7.42,0.3,0.12,44.64,Assignments are manageable.,0.15,17,Low,18,No,0,['Provide Assignment Deadline Extension Support']
S0442,4,0.33,76.26,-33.78,7.86,0.87,0.41,45.26,I enjoy learning new topics.,0.41,59,Medium,51,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0443,6,0.63,74.46,-21.32,0.02,0.42,0.09,38.84,Everything is okay.,0.08,32,Low,41,No,0,['Early Academic Warning Notification']
S0444,5,0.47,95.7,-36.25,3.33,0.25,0.28,55.54,I am managing studies well.,0.78,30,Low,43,No,0,['Early Academic Warning Notification']
S0445,6,0.56,100.0,1.46,6.18,0.91,0.06,31.38,Faculty support is helpful.,0.49,50,Medium,66,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0446,4,0.61,90.02,-9.53,0.95,0.09,0.5,21.35,Routine semester.,-0.04,17,Low,24,No,0,['Regular Monitoring — No Immediate Intervention']
S0447,6,0.1,41.82,-23.87,4.31,0.59,0.37,53.47,Everything is okay.,-0.02,53,Medium,53,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0448,5,0.14,48.93,-36.02,4.0,0.78,0.02,66.84,Faculty support is helpful.,0.85,61,Medium,73,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0449,1,0.55,61.32,7.13,6.44,0.4,0.52,17.84,Faculty support is helpful.,0.58,33,Low,20,Yes,0,"['Provide Assignment Deadline Extension Support', 'Learning Engagement Monitoring']"
S0450,8,0.21,93.5,-15.09,3.15,0.0,0.38,37.45,Everything is okay.,0.13,3,Low,4,No,0,['Regular Monitoring — No Immediate Intervention']
S0451,6,0.13,42.6,-4.49,0.75,0.62,0.25,46.35,I am managing studies well.,0.84,40,Medium,35,Yes,1,"['Schedule Faculty Counseling Session', 'Academic Mentor Follow-up']"
S0452,4,0.11,100.0,7.66,3.8,0.7,0.28,36.31,Course workload is balanced.,0.97,17,Low,13,No,0,['Academic Mentor Follow-up']
S0453,6,0.33,46.96,-14.75,1.28,0.39,0.65,46.05,Hard to keep up with deadlines.,-0.53,60,Medium,67,Yes,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended', 'Sleep Hygiene Awareness Program']"
S0454,5,0.43,74.25,9.0,1.09,0.46,0.09,24.37,Faculty support is helpful.,0.71,6,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0455,5,0.37,66.01,-25.44,3.24,0.39,0.2,41.98,Faculty support is helpful.,0.72,28,Low,8,No,0,['Early Academic Warning Notification']
S0456,12,0.09,82.79,-27.77,2.2,0.34,0.48,69.79,Hard to keep up with deadlines.,-0.81,41,Medium,64,No,1,"['Early Academic Warning Notification', 'Mental Wellness Counseling Recommended']"
S0457,6,0.11,47.52,-12.79,2.98,0.24,0.8,39.7,I am managing studies well.,0.96,41,Medium,57,Yes,1,"['Schedule Faculty Counseling Session', 'Sleep Hygiene Awareness Program']"
S0458,9,0.47,60.06,2.77,0.8,0.04,0.15,67.55,I am managing studies well.,0.66,5,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
S0459,4,0.14,94.38,7.28,7.46,0.93,0.05,40.24,Routine semester.,0.03,36,Medium,34,No,1,"['Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0460,2,0.04,97.46,-26.68,9.28,0.57,0.24,74.28,Feeling stressed and tired.,-0.44,59,Medium,75,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Mental Wellness Counseling Recommended']"
S0461,2,0.12,100.0,-23.26,1.88,0.63,0.34,39.69,I am managing studies well.,0.67,40,Medium,33,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0462,2,0.0,100.0,-23.64,0.23,0.1,0.2,18.53,Faculty support is helpful.,0.81,25,Low,36,No,0,['Early Academic Warning Notification']
S0463,2,0.32,70.99,-24.51,0.27,0.93,0.41,64.87,I am managing studies well.,0.72,38,Medium,44,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0464,7,0.17,100.0,-13.08,4.17,0.49,0.26,46.03,Assignments are manageable.,-0.16,8,Low,7,No,0,['Regular Monitoring — No Immediate Intervention']
S0465,6,0.0,54.11,-22.51,0.46,0.03,0.33,14.6,I enjoy learning new topics.,0.53,50,Medium,52,Yes,1,"['Schedule Faculty Counseling Session', 'Early Academic Warning Notification']"
S0466,5,0.42,91.92,-1.71,4.83,0.82,0.16,15.53,Course workload is balanced.,0.59,16,Low,35,No,0,['Academic Mentor Follow-up']
S0467,9,0.09,96.92,-29.92,0.97,0.21,0.29,79.35,Everything is okay.,-0.03,28,Low,21,No,0,['Early Academic Warning Notification']
S0468,7,0.0,96.32,-19.53,1.18,0.19,0.3,5.7,Assignments are manageable.,0.01,5,Low,2,No,0,['Regular Monitoring — No Immediate Intervention']
S0469,6,0.0,79.6,-15.58,1.26,0.45,0.06,16.58,Too much academic pressure.,-0.68,23,Low,23,No,0,['Mental Wellness Counseling Recommended']
S0470,4,0.0,83.18,-26.78,0.09,0.83,0.44,25.41,I enjoy learning new topics.,0.91,38,Medium,47,No,1,"['Early Academic Warning Notification', 'Academic Mentor Follow-up']"
S0471,6,0.46,61.09,-28.51,0.15,0.0,0.18,16.38,Course workload is balanced.,0.67,30,Low,18,No,0,['Early Academic Warning Notification']
S0472,4,0.44,73.88,-6.84,5.87,0.0,0.48,40.53,Faculty support is helpful.,0.62,22,Low,30,No,0,['Provide Assignment Deadline Extension Support']
S0473,9,0.12,67.45,-9.29,2.07,0.0,0.28,31.57,Feeling stressed and tired.,-0.74,30,Low,0,No,0,['Mental Wellness Counseling Recommended']
S0474,8,0.0,95.76,-31.98,7.23,1.0,0.34,75.66,Hard to keep up with deadlines.,-0.68,80,High,77,No,2,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up', 'Mental Wellness Counseling Recommended']"
S0475,5,0.44,78.03,-35.28,5.05,0.18,0.21,41.76,Faculty support is helpful.,0.51,36,Medium,31,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support']"
S0476,4,0.35,79.2,-34.22,6.17,0.69,0.54,44.17,Routine semester.,0.01,54,Medium,49,No,1,"['Early Academic Warning Notification', 'Provide Assignment Deadline Extension Support', 'Academic Mentor Follow-up']"
S0477,7,0.0,57.43,-4.1,0.17,0.03,0.1,29.74,I feel overwhelmed.,-0.76,50,Medium,54,No,1,"['Schedule Faculty Counseling Session', 'Mental Wellness Counseling Recommended']"
S0478,5,0.02,52.02,-15.11,1.64,0.08,0.23,42.49,Assignments are manageable.,0.11,32,Low,28,Yes,0,['Schedule Faculty Counseling Session']
S0479,7,0.3,83.39,-3.88,1.25,0.0,0.3,59.03,Everything is okay.,0.15,5,Low,0,No,0,['Regular Monitoring — No Immediate Intervention']
